row,doi,paper,column,previous,corrected,evidence,paper_note
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,Min. Duration (ms),50,Not reported,Main Methods p. 12 and full 12-page publisher supplement: duration limit not reported; later lab code does not establish original settings.,papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,Max Duration (ms),500,Not reported,Main Methods p. 12 and full 12-page publisher supplement: duration limit not reported; later lab code does not establish original settings.,papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,Decoding notes,weighted correlation (>0.6),"Primary replay criterion is weighted correlation >0.6; verification uses a stricter 0.7 threshold or 1500 posterior shuffles with p<0.05 (main Methods and supplementary Tables S2-S3). Supplement Table S1 gives 738/3312 replays/SWRs in experiment 1, 409/2636 in experiment 2, and 1147/5948 pooled (19.3%). Behavioral bins with error <10 cm range from 74-95% for bidirectional and 74-96% for directional decoding; these are accuracy fractions, not a pooled mean reconstruction error. The full supplement gives no detector-duration limit.",Ambrose 2016 main Methods p. 12; publisher supplement Table S1 p. 9 and Tables S2-S3 pp. 10-11. Full 12-page supplement checked; no detector-duration criterion.,papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,% Decoded,15-20%,19.3% pooled (22.3% experiment 1; 15.5% experiment 2),"Ambrose 2016 publisher supplement, Table S1 p. 9: sum of listed counts, 738/3312 and 409/2636; pooled 1147/5948 = 19.2838%.",papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,Sig. Thresh.,weighted correlation >0.6 (p<0.05 in verification),weighted correlation >0.6 (primary); >0.7 or p<0.05 (verification),Ambrose 2016 main Methods p. 12 and publisher supplement Tables S2-S3 pp. 10-11: primary correlation >0.6; verification threshold 0.7 or 1500-shuffle p<0.05.,papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,% Decoded denom.,SWRs,SWRs (5948 total; Table S1),"Ambrose 2016 publisher supplement, Table S1 p. 9: SWR counts sum to 3312 + 2636 = 5948.",papers/37_Ambrose_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,Reconst. Error bin (ms),#N/A,200,"Ambrose 2016 Methods, PDF p. 12: nonoverlapping 200 ms behavioral windows.",papers/37_Ambrose_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Time bin (ms),#N/A,10,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Decoding notes,Exhaustive line-fit search over velocity and intercept,"Exhaustive line-fit search over velocity and intercept / Methods: 10 ms replay bins, 100 independent place-field rotations and p<0.2 for the main analysis; strongest replay subset uses p<0.025. Mean behavioral reconstruction error is 20 cm with 500 ms bins. Fraction 41.7% is derived from 1826/4382 putative events. Nonoverlapping steps are inferred from binning; released fitting functions take bin size as an argument and do not supply a detector caller.","Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Reconst. Error (cm),#N/A,20 (mean),"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,% Decoded,#N/A,41.7%,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Time bin step (ms),#N/A,10 (inferred nonoverlapping),"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Shuffle Method,Place cell-ID shuffle,Independent place-field rotation,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Shuffles (#),#N/A,100,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,% Decoded denom.,#N/A,putative events,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
39,https://doi.org/10.1038/nn.4291,Ólafsdóttir 2016,Reconst. Error bin (ms),#N/A,500,"Olafsdottir 2016 Methods, PDF pp. 4-5; publisher Supplementary Software, lineTraj_decode.m takes time/spatial bin arguments.",papers/39_Olafsdottir_2016.md
40,https://doi.org/10.1038/nn.4151,Silva 2015,Decoding notes,,"Trajectory events are selected by weighted-correlation and maximum-jump criteria; 5000 posterior column-cycle shuffles test the number of qualifying events. The p<0.05 result is an aggregate count test, not a per-event selection threshold.","Silva 2015 Methods, PDF p. 10.",papers/40_Silva_2015.md
40,https://doi.org/10.1038/nn.4151,Silva 2015,Shuffle Method,Column-cycle shuffle; Poisson simulation; time swap,Column-cycle (event-count test); Poisson and time-swap controls,"Silva 2015 Methods, PDF p. 10.",papers/40_Silva_2015.md
40,https://doi.org/10.1038/nn.4151,Silva 2015,Sig. Thresh.,p<0.05,Criteria-based events; p<0.05 on counts,"Silva 2015 Methods, PDF p. 10.",papers/40_Silva_2015.md
41,https://doi.org/10.7554/eLife.06063,Ólafsdóttir 2015,Detection Notes,"MUA
Deteected 50 ms of silence
If 15% of cells within 300 ms, then event","MUA / bounded by >= 50 ms of silence / If 15% of a template's cells fire within 300 ms, then event (per template; >= 4 cells for rat R1838) / >= 7 active cells for decoding / GOAL-CUE events only: speed < 10 cm/s and within 20 cm of the barrier",notes: denominator is the template; 7 is the decoding cutoff; see the paper note and historical proposal for source location.,papers/41_Olafsdottir_2015.md
41,https://doi.org/10.7554/eLife.06063,Ólafsdóttir 2015,Animal Speed (cm/s),10,#N/A,unrelated part of the paper: 10 cm/s applies only to the goal-cue analysis; see the paper note and historical proposal for source location.,papers/41_Olafsdottir_2015.md
41,https://doi.org/10.7554/eLife.06063,Ólafsdóttir 2015,Max Duration (ms),#N/A,300,wrong or missing: events are periods of 300 ms or less; see the paper note and historical proposal for source location.,papers/41_Olafsdottir_2015.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,Detection Notes,MUA,"MUA / Separate ripple analysis uses 13-15 tetrodes, 150-250 Hz, Gaussian SD 8 ms and peak >2.5 SD. The >=50 ms condition applies to a decoded single-arm sequence, not the MUA candidate.","Methods, PDF pp. 3 and 5.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,SWR Z-score Thresh. (STD),#N/A,2.5,"Methods, Ripple and multiunit activity analyses, PDF p. 5: secondary ripple detector.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,SWR smooth (ms),#N/A,8,"Methods, Ripple and multiunit activity analyses, PDF p. 5: secondary ripple detector.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,SWR electrodes (#),#N/A,13-15,"Methods, Ripple and multiunit activity analyses, PDF p. 5: secondary ripple detector.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,SWR Low Band (Hz),#N/A,150,"Methods, Ripple and multiunit activity analyses, PDF p. 5: secondary ripple detector.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,SWR High Band (Hz),#N/A,250,"Methods, Ripple and multiunit activity analyses, PDF p. 5: secondary ripple detector.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,Min. Duration (ms),50,#N/A,decoded-content criterion: 50 ms is the decoded replay-subregion length (five 10 ms bins); see the paper note and historical proposal for source location.,papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,Position bin (cm),1.8,1.8-1.9,"Wu 2014 Methods, PDF p. 2: spatial bins 1.8-1.9 cm and Gaussian SD 5 bins.",papers/43_Wu_2014.md
43,https://doi.org/10.1523/JNEUROSCI.3414-13.2014,Wu 2014,Place field smooth (cm),9,9-9.5,"Wu 2014 Methods, PDF p. 2: spatial bins 1.8-1.9 cm and Gaussian SD 5 bins.",papers/43_Wu_2014.md
44,https://doi.org/10.1002/hipo.22049,Wikenheiser 2013,Detection Notes,"150 ms window centered on crossing
theta/delta ratio",150 ms window centered on times when ripple power exceeded the threshold; overlapping windows joined / at least 3 cells firing at least 5 spikes in total / theta/delta ratio,"notes: ""centered on crossing"" -> ""centered on times when ripple power exceeded a threshold""; overlapping windows joined; see the paper note and historical proposal for source location.",papers/44_Wikenheiser_2013.md
44,https://doi.org/10.1002/hipo.22049,Wikenheiser 2013,SWR electrodes (#),#N/A,Not reported,"wrong or missing: the paper detects SWRs but never gives the number of channels (the singular 'the LFP' suggests one, but it is not stated); '#N/A' means no such criterion, which is wrong for an SWR detector; other unstated channel counts are 'Not reported' (rows 02, 04, 36). Minor.; see the paper note and historical proposal for source location.",papers/44_Wikenheiser_2013.md
44,https://doi.org/10.1002/hipo.22049,Wikenheiser 2013,Decoding notes,Only time steps with 1 spike included,Only time steps with at least 1 spike included,"Wikenheiser 2013 Methods, PDF p. 4.",papers/44_Wikenheiser_2013.md
45,https://doi.org/10.1038/nature12112,Pfeiffer 2013,Min. Cells (#),#N/A,10%,wrong or missing: events with fewer than 10% of clustered units participating excluded; see the paper note and historical proposal for source location.,papers/45_Pfeiffer_2013.md
45,https://doi.org/10.1038/nature12112,Pfeiffer 2013,Sig. Thresh.,#N/A,Criteria-based events; all p<0.02 under both shuffles in verification,"Pfeiffer 2013 Methods, PDF p. 8: 5000 cell-ID and place-field-shift shuffles verify the selected trajectory events.",papers/45_Pfeiffer_2013.md
46,https://doi.org/10.1016/j.neuron.2012.06.014,Carr 2012,Min. Cells (#),#N/A,5,wrong or missing: candidate replay events need at least five place cells; see the paper note and historical proposal for source location.,papers/46_Carr_2012.md
46,https://doi.org/10.1016/j.neuron.2012.06.014,Carr 2012,SWR electrodes (#),1,>1,wrong or missing: event on any CA1 tetrode; the lab's code agrees (an event on any one tetrode); see the paper note and historical proposal for source location.,papers/46_Carr_2012.md
46,https://doi.org/10.1016/j.neuron.2012.06.014,Carr 2012,Min. Duration (ms),#N/A,15,"wrong or missing: above 3 SD for at least 15 ms. The lab's code also drops whole events of 50 ms or less, and the paper notes that all SWRs lasted more than 50 ms (see the note); see the paper note and historical proposal for source location.",papers/46_Carr_2012.md
47,https://doi.org/10.1038/nn.3203,Bendor 2012,Detection Notes,MUA,MUA / bounds where z >= 2 (peak z >= 4),notes: record the two-level bounds; see the paper note and historical proposal for source location.,papers/47_Bendor_2012.md
47,https://doi.org/10.1038/nn.3203,Bendor 2012,Animal Speed (cm/s),"lower
quartile",#N/A,"unrelated part of the paper: ""lower quartile"" movement is part of the sleep classification; see the paper note and historical proposal for source location.",papers/47_Bendor_2012.md
47,https://doi.org/10.1038/nn.3203,Bendor 2012,Time bin step (ms),#N/A,Not reported,"Bendor 2012 Methods, PDF p. 7: 10 ms replay bins without explicit step.",papers/47_Bendor_2012.md
48,https://doi.org/10.1016/j.neuron.2010.01.034,Gupta 2010,Time bin (ms),10,40-600 (adaptive sequence window),"Gupta 2010 supplementary Experimental Procedures, combined PDF pp. 21-23.",papers/48_Gupta_2010.md
48,https://doi.org/10.1016/j.neuron.2010.01.034,Gupta 2010,Decoding notes,,The custom sequence detector scans in 10 ms steps using flexible 40-600 ms windows. A 10 ms scan step is not a 10 ms Bayesian decoding window; the supplementary Bayesian control does not specify its own numerical window here.,"Gupta 2010 supplementary Experimental Procedures, combined PDF pp. 21-23.",papers/48_Gupta_2010.md
49,https://doi.org/10.1038/nn.2344,Karlsson 2009,SWR electrodes (#),1,>1,wrong or missing: event on at least one of the CA1 and CA3 tetrodes; the lab's later code agrees (an event on any one tetrode); see the paper note and historical proposal for source location.,papers/49_Karlsson_2009.md
51,https://doi.org/10.1038/nn1961,Diba 2007,Detection Notes,"MUA
Detected spiking silent periods (>=60 ms)
If >=5 cells (or >30%) spiked in the next 300 ms,
this was an event","MUA / Detected spiking silent periods (>=60 ms) / If >=5 cells (or >30%) spiked in the next 300 ms, / this was an event / Events follow >=60 ms silence and require >=max(5,30% of template cells) within 300 ms. Separate ripple cross-correlation uses 100-300 Hz RMS, peak 2 SD and onset 1.5 SD.","Supplementary Methods, PDF pp. 17-18.",papers/51_Diba_2007.md
51,https://doi.org/10.1038/nn1961,Diba 2007,SWR Z-score Thresh. (STD),#N/A,2,"Supplementary Methods, PDF pp. 17-18: separate ripple cross-correlation analysis.",papers/51_Diba_2007.md
51,https://doi.org/10.1038/nn1961,Diba 2007,SWR electrodes (#),#N/A,1,"Supplementary Methods, PDF pp. 17-18: separate ripple cross-correlation analysis.",papers/51_Diba_2007.md
51,https://doi.org/10.1038/nn1961,Diba 2007,SWR Low Band (Hz),#N/A,100,"Supplementary Methods, PDF pp. 17-18: separate ripple cross-correlation analysis.",papers/51_Diba_2007.md
51,https://doi.org/10.1038/nn1961,Diba 2007,SWR High Band (Hz),#N/A,300,"Supplementary Methods, PDF pp. 17-18: separate ripple cross-correlation analysis.",papers/51_Diba_2007.md
51,https://doi.org/10.1038/nn1961,Diba 2007,Max Duration (ms),#N/A,300,"Supplementary Methods, PDF p. 17: template-cell participation within a 300 ms window after >=60 ms silence.",papers/51_Diba_2007.md
52,https://doi.org/10.1038/nn1825,Ji 2007,Detection Notes,"MUA
spike count threshold determined empirically from distribution
events were merged if smaller than frame gap threshold","MUA / spike count threshold determined empirically from distribution / events were merged if smaller than frame gap threshold / Separate ripple detector uses rectified 80-250 Hz voltage, bounds 3 x SD, peak 7 x SD, grouping gaps <50 ms. Frame merging uses per-animal hippocampal gaps of 70-90 ms. / Supplementary Fig. 12 independently retrieved: hippocampal interframe gaps are 90, 70, 90 and 80 ms for animals 1-4; cortical gaps differ. This closes the earlier retrieval gap.","Methods, printed p. 106; Supplementary Fig. 12 remains to be retrieved for an independent recheck. Independent recheck: Ji 2007 Supplementary Figure 12, caption p. 2; publisher 41593_2007_BFnn1825_MOESM12_ESM.pdf. Removed superseded uncertainty after retrieving Supplementary Fig. 12.",papers/52_Ji_2007.md
52,https://doi.org/10.1038/nn1825,Ji 2007,SWR Z-score Thresh. (STD),#N/A,7 x SD (not z-scored),"Methods, Frame-triggered EEG and ripple detection, printed p. 106: separate rectified-voltage detector; no mean subtraction.",papers/52_Ji_2007.md
52,https://doi.org/10.1038/nn1825,Ji 2007,SWR Low Band (Hz),#N/A,80,"Methods, Frame-triggered EEG and ripple detection, printed p. 106: separate rectified-voltage detector; no mean subtraction.",papers/52_Ji_2007.md
52,https://doi.org/10.1038/nn1825,Ji 2007,SWR High Band (Hz),#N/A,250,"Methods, Frame-triggered EEG and ripple detection, printed p. 106: separate rectified-voltage detector; no mean subtraction.",papers/52_Ji_2007.md
52,https://doi.org/10.1038/nn1825,Ji 2007,Combine Events Thresh. (ms),#N/A,70-90,"Main Methods confirms frame merging but supplies no numeric gap; Supplementary Fig. 12 numeric transcription not independently rechecked. Independent recheck: Ji 2007 Supplementary Figure 12, caption p. 2; publisher 41593_2007_BFnn1825_MOESM12_ESM.pdf.",papers/52_Ji_2007.md
53,https://doi.org/10.1038/nature04587,Foster 2006,Detection Notes,"MUA
spikes separated by more than 50 ms","MUA / spikes separated by more than 50 ms / stopping periods, facing the direction just run / The 50 ms grouping entry is the maximum gap between successive pooled spikes, not merging of already-detected ripple intervals.","Methods, Spike-train analysis, PDF pp. 3-4.",papers/53_Foster_2006.md
53,https://doi.org/10.1038/nature04587,Foster 2006,Min. Cells (#),33%,1/3 of template cells,"Methods, Spike-train analysis, PDF p. 4: at least one-third, not exactly 33%.",papers/53_Foster_2006.md
53,https://doi.org/10.1038/nature04587,Foster 2006,Combine Events Thresh. (ms),#N/A,50,wrong or missing: events split at gaps > 50 ms (same convention as Lee 2002's 100); see the paper note and historical proposal for source location.,papers/53_Foster_2006.md
55,https://doi.org/10.1523/JNEUROSCI.19-21-09497.1999,Nádasdy 1999,Detection Notes,SWR,"SWR / Template matching searches spike trains directly; ripple parameters describe separate EEG/participation analyses and do not gate sequence discovery. / Cited Csicsvari 1999a Methods independently reopened: 150-250 Hz filtered RMS is computed per electrode and summed across electrodes, then compared with 7 SD. The RMS window is not specified. This verifies multi-electrode aggregation and supersedes the earlier channel-count uncertainty.","Methods, PDF pp. 2-3; inherited channel aggregation requires checking Csicsvari 1999a. Independent recheck: Csicsvari et al. 1999a, J Neurosci 19:274, Methods, Detection of SPWs and classification of the electrographic activity (PMC6782375); Nadasdy 1999 Methods/Results. Removed superseded uncertainty after reopening Csicsvari 1999a Methods.",papers/55_Nadasdy_1999.md
55,https://doi.org/10.1523/JNEUROSCI.19-21-09497.1999,Nádasdy 1999,SWR electrodes (#),#N/A,>1,"Csicsvari et al. 1999a, J Neurosci 19:274, Methods, Detection of SPWs and classification of the electrographic activity (PMC6782375); Nadasdy 1999 Methods/Results.",papers/55_Nadasdy_1999.md
55,https://doi.org/10.1523/JNEUROSCI.19-21-09497.1999,Nádasdy 1999,Time bin (ms),10,"5, 6.7, 10 (analysis variants)","Csicsvari et al. 1999a, J Neurosci 19:274, Methods, Detection of SPWs and classification of the electrographic activity (PMC6782375); Nadasdy 1999 Methods/Results.",papers/55_Nadasdy_1999.md
55,https://doi.org/10.1523/JNEUROSCI.19-21-09497.1999,Nádasdy 1999,Decoding notes,,"Template/sequence analysis uses multiple resolutions (5, 6.7 and 10 ms); 10 ms is not a universal Bayesian decoding window. Methods describe p<0.01; Figure 6 describes p<=0.01 against 100 surrogates.","Csicsvari et al. 1999a, J Neurosci 19:274, Methods, Detection of SPWs and classification of the electrographic activity (PMC6782375); Nadasdy 1999 Methods/Results. Methods p<0.01; Figure 6 p<=0.01.",papers/55_Nadasdy_1999.md
55,https://doi.org/10.1523/JNEUROSCI.19-21-09497.1999,Nádasdy 1999,Sig. Thresh.,p<0.01,p<0.01 (Methods); p<=0.01 (Fig. 6),"Csicsvari et al. 1999a, J Neurosci 19:274, Methods, Detection of SPWs and classification of the electrographic activity (PMC6782375); Nadasdy 1999 Methods/Results. Methods p<0.01; Figure 6 p<=0.01.",papers/55_Nadasdy_1999.md
